track pitch start end duration velocity
0 E4 120.9600 121.1990 0.2390 80
0 G4 121.2000 121.4390 0.2390 80
0 A4 121.4400 121.6790 0.2390 80
0 B4 121.6800 121.9190 0.2390 80
0 A4 121.9200 122.1590 0.2390 80
0 G4 122.1600 122.3990 0.2390 80
0 D4 122.4000 122.8790 0.4790 80
0 E4 122.8800 123.8390 0.9590 80
0 B4 124.8000 125.2790 0.4790 80
0 E4 125.2800 125.7590 0.4790 80
0 E4 125.7600 126.2390 0.4790 80
0 G4 126.2400 126.4790 0.2390 80
0 B4 126.4800 126.7190 0.2390 80
0 B4 126.7200 127.1990 0.4790 80
0 E4 127.2000 127.6790 0.4790 80
0 E4 127.6800 128.1590 0.4790 80
0 B4 128.6400 128.8790 0.2390 80
0 D5 128.8800 129.1190 0.2390 80
0 E5 129.1200 129.3590 0.2390 80
0 G5 129.3600 129.5990 0.2390 80
0 E5 129.6000 129.8390 0.2390 80
0 D5 129.8400 130.0790 0.2390 80
0 A4 130.0800 130.3190 0.2390 80
0 G4 130.3200 130.5590 0.2390 80
0 B4 130.5600 132.4790 1.9190 80
0 A4 132.4800 132.9590 0.4790 80
0 G4 132.9600 133.1990 0.2390 80
0 E4 133.2000 133.4390 0.2390 80
0 A4 133.4400 134.1590 0.7190 80
0 B4 134.1600 134.3990 0.2390 80
0 D5 134.4000 134.6390 0.2390 80
0 E5 134.6400 134.8790 0.2390 80
0 D5 134.8800 135.1190 0.2390 80
0 B4 135.1200 135.3590 0.2390 80
0 D5 135.3600 135.8390 0.4790 80
0 E4 136.3200 136.5590 0.2390 80
0 G4 136.5600 136.7990 0.2390 80
0 A4 136.8000 137.0390 0.2390 80
0 B4 137.0400 137.2790 0.2390 80
0 A4 137.2800 137.5190 0.2390 80
0 G4 137.5200 137.7590 0.2390 80
0 D4 137.7600 138.2390 0.4790 80
0 E4 138.2400 139.1990 0.9590 80
0 B4 155.5200 155.9990 0.4790 80
0 E4 156.0000 156.4790 0.4790 80
0 E4 156.4800 156.9590 0.4790 80
0 G4 156.9600 157.1990 0.2390 80
0 B4 157.2000 157.4390 0.2390 80
0 B4 157.4400 157.9190 0.4790 80
0 E4 157.9200 158.3990 0.4790 80
0 E4 158.4000 158.8790 0.4790 80
0 B4 159.3600 159.5990 0.2390 80
0 D5 159.6000 159.8390 0.2390 80
0 E5 159.8400 160.0790 0.2390 80
0 G5 160.0800 160.3190 0.2390 80
0 E5 160.3200 160.5590 0.2390 80
0 D5 160.5600 160.7990 0.2390 80
0 A4 160.8000 161.0390 0.2390 80
0 G4 161.0400 161.2790 0.2390 80
0 B4 161.2800 163.1990 1.9190 80
0 A4 163.2000 163.6790 0.4790 80
0 G4 163.6800 163.9190 0.2390 80
0 E4 163.9200 164.1590 0.2390 80
0 A4 164.1600 164.8790 0.7190 80
0 B4 164.8800 165.1190 0.2390 80
0 D5 165.1200 165.3590 0.2390 80
0 E5 165.3600 165.5990 0.2390 80
0 D5 165.6000 165.8390 0.2390 80
0 B4 165.8400 166.0790 0.2390 80
0 D5 166.0800 166.5590 0.4790 80
0 E4 167.0400 167.2790 0.2390 80
0 G4 167.2800 167.5190 0.2390 80
0 A4 167.5200 167.7590 0.2390 80
0 B4 167.7600 167.9990 0.2390 80
0 A4 168.0000 168.2390 0.2390 80
0 G4 168.2400 168.4790 0.2390 80
0 D4 168.4800 168.9590 0.4790 80
0 E4 168.9600 169.9190 0.9590 80
0 B4 170.8800 171.3590 0.4790 80
0 E4 171.3600 171.8390 0.4790 80
0 E4 171.8400 172.3190 0.4790 80
0 G4 172.3200 172.5590 0.2390 80
0 B4 172.5600 172.7990 0.2390 80
0 B4 172.8000 173.2790 0.4790 80
0 E4 173.2800 173.7590 0.4790 80
0 E4 173.7600 174.2390 0.4790 80
0 B4 174.7200 174.9590 0.2390 80
0 D5 174.9600 175.1990 0.2390 80
0 E5 175.2000 175.4390 0.2390 80
0 G5 175.4400 175.6790 0.2390 80
0 E5 175.6800 175.9190 0.2390 80
0 D5 175.9200 176.1590 0.2390 80
0 A4 176.1600 176.3990 0.2390 80
0 G4 176.4000 176.6390 0.2390 80
0 B4 176.6400 178.5590 1.9190 80
0 A4 178.5600 179.0390 0.4790 80
0 G4 179.0400 179.2790 0.2390 80
0 E4 179.2800 179.5190 0.2390 80
0 A4 179.5200 180.2390 0.7190 80
0 B4 180.2400 180.4790 0.2390 80
0 D5 180.4800 180.7190 0.2390 80
0 E5 180.7200 180.9590 0.2390 80
0 D5 180.9600 181.1990 0.2390 80
0 B4 181.2000 181.4390 0.2390 80
0 D5 181.4400 181.9190 0.4790 80
0 E4 182.4000 182.6390 0.2390 80
0 G4 182.6400 182.8790 0.2390 80
0 A4 182.8800 183.1190 0.2390 80
0 B4 183.1200 183.3590 0.2390 80
0 A4 183.3600 183.5990 0.2390 80
0 G4 183.6000 183.8390 0.2390 80
0 D4 183.8400 184.3190 0.4790 80
0 E4 184.3200 185.2790 0.9590 80
0 B4 186.2400 186.7190 0.4790 80
0 E4 186.7200 187.1990 0.4790 80
0 E4 187.2000 187.6790 0.4790 80
0 G4 187.6800 187.9190 0.2390 80
0 B4 187.9200 188.1590 0.2390 80
0 B4 188.1600 188.6390 0.4790 80
0 E4 188.6400 189.1190 0.4790 80
0 E4 189.1200 189.5990 0.4790 80
0 B4 190.0800 190.3190 0.2390 80
0 D5 190.3200 190.5590 0.2390 80
0 E5 190.5600 190.7990 0.2390 80
0 G5 190.8000 191.0390 0.2390 80
0 E5 191.0400 191.2790 0.2390 80
0 D5 191.2800 191.5190 0.2390 80
0 A4 191.5200 191.7590 0.2390 80
0 G4 191.7600 191.9990 0.2390 80
0 B4 192.0000 193.9190 1.9190 80
0 A4 193.9200 194.3990 0.4790 80
0 G4 194.4000 194.6390 0.2390 80
0 E4 194.6400 194.8790 0.2390 80
0 A4 194.8800 195.5990 0.7190 80
0 B4 195.6000 195.8390 0.2390 80
0 D5 195.8400 196.0790 0.2390 80
0 E5 196.0800 196.3190 0.2390 80
0 D5 196.3200 196.5590 0.2390 80
0 B4 196.5600 196.7990 0.2390 80
0 D5 196.8000 197.2790 0.4790 80
0 E4 197.7600 197.9990 0.2390 80
0 G4 198.0000 198.2390 0.2390 80
0 A4 198.2400 198.4790 0.2390 80
0 B4 198.4800 198.7190 0.2390 80
0 A4 198.7200 198.9590 0.2390 80
0 G4 198.9600 199.1990 0.2390 80
0 D4 199.2000 199.6790 0.4790 80
0 E4 199.6800 200.6390 0.9590 80
0 B4 201.6000 202.0790 0.4790 80
0 E4 202.0800 202.5590 0.4790 80
0 E4 202.5600 203.0390 0.4790 80
0 G4 203.0400 203.2790 0.2390 80
0 B4 203.2800 203.5190 0.2390 80
0 B4 203.5200 203.9990 0.4790 80
0 E4 204.0000 204.4790 0.4790 80
0 E4 204.4800 204.9590 0.4790 80
0 B4 205.4400 205.6790 0.2390 80
0 D5 205.6800 205.9190 0.2390 80
0 E5 205.9200 206.1590 0.2390 80
0 G5 206.1600 206.3990 0.2390 80
0 E5 206.4000 206.6390 0.2390 80
0 D5 206.6400 206.8790 0.2390 80
0 A4 206.8800 207.1190 0.2390 80
0 G4 207.1200 207.3590 0.2390 80
0 B4 207.3600 209.2790 1.9190 80
0 A4 209.2800 209.7590 0.4790 80
0 G4 209.7600 209.9990 0.2390 80
0 E4 210.0000 210.2390 0.2390 80
0 A4 210.2400 210.9590 0.7190 80
0 B4 210.9600 211.1990 0.2390 80
0 D5 211.2000 211.4390 0.2390 80
0 E5 211.4400 211.6790 0.2390 80
0 D5 211.6800 211.9190 0.2390 80
0 B4 211.9200 212.1590 0.2390 80
0 D5 212.1600 212.6390 0.4790 80
0 E4 213.1200 213.3590 0.2390 80
0 G4 213.3600 213.5990 0.2390 80
0 A4 213.6000 213.8390 0.2390 80
0 B4 213.8400 214.0790 0.2390 80
0 A4 214.0800 214.3190 0.2390 80
0 G4 214.3200 214.5590 0.2390 80
0 D4 214.5600 215.0390 0.4790 80
0 E4 215.0400 215.9990 0.9590 80
1 G4 78.7200 78.9590 0.2390 80
1 B4 78.9600 79.1990 0.2390 80
1 B4 79.2000 79.4390 0.2390 80
1 B4 79.6800 79.9190 0.2390 80
1 B4 80.1600 80.3990 0.2390 80
1 G4 80.4000 80.6390 0.2390 80
1 C5 80.6400 80.8790 0.2390 80
1 D5 80.8800 81.1190 0.2390 80
1 D5 81.1200 81.3590 0.2390 80
1 C5 81.3600 81.5990 0.2390 80
1 D5 82.0800 82.3190 0.2390 80
1 E5 82.3200 82.5590 0.2390 80
1 E5 82.5600 82.7990 0.2390 80
1 D5 82.8000 83.0390 0.2390 80
1 D5 83.0400 83.2790 0.2390 80
1 C5 83.2800 83.5190 0.2390 80
1 D5 83.5200 83.7590 0.2390 80
1 E5 83.7600 83.9990 0.2390 80
1 C5 84.0000 84.2390 0.2390 80
1 B4 84.2400 84.7190 0.4790 80
1 B4 86.4000 86.6390 0.2390 80
1 B4 86.8800 87.1190 0.2390 80
1 B4 87.3600 87.5990 0.2390 80
1 B4 87.8400 88.0790 0.2390 80
1 G4 88.0800 88.3190 0.2390 80
1 C5 88.3200 88.5590 0.2390 80
1 D5 88.5600 88.7990 0.2390 80
1 D5 88.8000 89.0390 0.2390 80
1 C5 89.0400 89.2790 0.2390 80
1 D5 89.7600 89.9990 0.2390 80
1 C5 90.0000 90.2390 0.2390 80
1 D5 90.2400 90.7190 0.4790 80
1 D5 90.7200 90.9590 0.2390 80
1 C5 90.9600 91.1990 0.2390 80
1 D5 91.2000 91.4390 0.2390 80
1 E5 91.4400 91.6790 0.2390 80
1 C5 91.6800 91.9190 0.2390 80
1 B4 91.9200 92.3990 0.4790 80
1 G4 94.0800 94.5590 0.4790 80
1 G4 94.5600 95.0390 0.4790 80
1 E4 95.0400 95.5190 0.4790 80
1 E4 95.5200 95.7590 0.2390 80
1 B4 95.7600 95.9990 0.2390 80
1 A4 96.0000 96.4790 0.4790 80
1 A4 96.4800 96.7190 0.2390 80
1 G4 96.7200 97.4390 0.7190 80
1 A4 97.9200 98.3990 0.4790 90
1 A4 98.4000 98.6390 0.2390 90
1 G4 98.6400 98.8790 0.2390 90
1 A4 98.8800 99.1190 0.2390 90
1 A4 99.1200 99.3590 0.2390 90
1 G4 99.3600 99.5990 0.2390 90
1 A4 99.6000 99.7190 0.1190 90
1 B4 99.7200 100.7990 1.0790 80
1 B4 101.7600 102.2390 0.4790 80
1 B4 102.2400 102.7190 0.4790 80
1 G4 102.7200 103.1990 0.4790 80
1 G4 103.2000 103.4390 0.2390 80
1 D5 103.4400 103.6790 0.2390 80
1 D5 103.6800 104.1590 0.4790 80
1 D5 104.1600 104.3990 0.2390 80
1 C5 104.4000 105.1190 0.7190 80
1 D5 105.6000 106.0790 0.4790 80
1 D5 106.0800 106.3190 0.2390 80
1 C5 106.3200 106.5590 0.2390 80
1 D5 106.5600 106.7990 0.2390 80
1 E5 106.8000 107.0390 0.2390 80
1 D5 107.0400 107.2790 0.2390 80
1 C5 107.2800 107.5190 0.2390 80
1 B4 107.5200 107.8400 0.3200 96
1 B4 108.0000 108.3200 0.3200 96
1 B4 108.4800 108.8000 0.3200 96
1 G5 112.8000 113.2790 0.4790 80
1 B4 115.6800 115.9190 0.2390 80
1 B4 115.9200 116.1590 0.2390 80
1 A4 116.1600 118.0790 1.9190 80
1 G5 128.1600 128.6390 0.4790 80
1 B4 131.0400 131.2790 0.2390 80
1 D5 131.2800 131.5190 0.2390 80
1 D5 131.5200 131.9990 0.4790 80
1 B4 132.0000 132.9590 0.9590 80
1 G5 139.9200 140.0390 0.1190 80
1 E5 140.0400 140.5190 0.4790 80
1 G5 158.8800 159.3590 0.4790 80
1 B4 161.7600 161.9990 0.2390 80
1 B4 162.0000 162.2390 0.2390 80
1 A4 162.2400 164.1590 1.9190 80
1 G5 174.2400 174.7190 0.4790 80
1 B4 177.1200 177.3590 0.2390 80
1 D5 177.3600 177.5990 0.2390 80
1 D5 177.6000 178.0790 0.4790 80
1 B4 178.0800 179.0390 0.9590 80
1 B4 186.2400 186.7190 0.4790 80
1 E4 186.7200 187.1990 0.4790 80
1 E4 187.2000 187.6790 0.4790 80
1 G4 187.6800 187.9190 0.2390 80
1 B4 187.9200 188.1590 0.2390 80
1 B4 188.1600 188.6390 0.4790 80
1 E4 188.6400 189.1190 0.4790 80
1 E4 189.1200 189.5990 0.4790 80
1 B4 190.0800 190.3190 0.2390 80
1 D5 190.3200 190.5590 0.2390 80
1 E5 190.5600 190.7990 0.2390 80
1 G5 190.8000 191.0390 0.2390 80
1 E5 191.0400 191.2790 0.2390 80
1 D5 191.2800 191.5190 0.2390 80
1 A4 191.5200 191.7590 0.2390 80
1 G4 191.7600 191.9990 0.2390 80
1 B4 192.0000 193.9190 1.9190 80
1 A4 193.9200 194.3990 0.4790 80
1 G4 194.4000 194.6390 0.2390 80
1 E4 194.6400 194.8790 0.2390 80
1 A4 194.8800 195.5990 0.7190 80
1 B4 195.6000 195.8390 0.2390 80
1 D5 195.8400 196.0790 0.2390 80
1 E5 196.0800 196.3190 0.2390 80
1 D5 196.3200 196.5590 0.2390 80
1 B4 196.5600 196.7990 0.2390 80
1 D5 196.8000 197.2790 0.4790 80
1 E4 197.7600 197.9990 0.2390 80
1 G4 198.0000 198.2390 0.2390 80
1 A4 198.2400 198.4790 0.2390 80
1 B4 198.4800 198.7190 0.2390 80
1 A4 198.7200 198.9590 0.2390 80
1 G4 198.9600 199.1990 0.2390 80
1 D4 199.2000 199.6790 0.4790 80
1 E4 199.6800 200.6390 0.9590 80
1 B4 201.6000 202.0790 0.4790 80
1 E4 202.0800 202.5590 0.4790 80
1 E4 202.5600 203.0390 0.4790 80
1 G4 203.0400 203.2790 0.2390 80
1 B4 203.2800 203.5190 0.2390 80
1 B4 203.5200 203.9990 0.4790 80
1 E4 204.0000 204.4790 0.4790 80
1 E4 204.4800 204.9590 0.4790 80
1 B4 205.4400 205.6790 0.2390 80
1 D5 205.6800 205.9190 0.2390 80
1 E5 205.9200 206.1590 0.2390 80
1 G5 206.1600 206.3990 0.2390 80
1 E5 206.4000 206.6390 0.2390 80
1 D5 206.6400 206.8790 0.2390 80
1 A4 206.8800 207.1190 0.2390 80
1 G4 207.1200 207.3590 0.2390 80
1 B4 207.3600 209.2790 1.9190 80
1 A4 209.2800 209.7590 0.4790 80
1 G4 209.7600 209.9990 0.2390 80
1 E4 210.0000 210.2390 0.2390 80
1 A4 210.2400 210.9590 0.7190 80
1 B4 210.9600 211.1990 0.2390 80
1 D5 211.2000 211.4390 0.2390 80
1 E5 211.4400 211.6790 0.2390 80
1 D5 211.6800 211.9190 0.2390 80
1 B4 211.9200 212.1590 0.2390 80
1 D5 212.1600 212.6390 0.4790 80
1 E4 213.1200 213.3590 0.2390 80
1 G4 213.3600 213.5990 0.2390 80
1 A4 213.6000 213.8390 0.2390 80
1 B4 213.8400 214.0790 0.2390 80
1 A4 214.0800 214.3190 0.2390 80
1 G4 214.3200 214.5590 0.2390 80
1 D4 214.5600 215.0390 0.4790 80
1 E4 215.0400 215.9990 0.9590 80
2 E4 48.0000 51.8390 3.8390 81
2 G4 48.0000 51.8390 3.8390 51
2 B4 48.0000 51.8390 3.8390 51
2 C4 51.8400 52.7990 0.9590 81
2 E4 51.8400 52.7990 0.9590 51
2 G4 51.8400 52.7990 0.9590 51
2 D4 52.8000 53.7590 0.9590 81
2 F#4 52.8000 53.7590 0.9590 51
2 A4 52.8000 53.7590 0.9590 51
2 E4 53.7600 55.6790 1.9190 51
2 G4 53.7600 55.6790 1.9190 81
2 B4 53.7600 55.6790 1.9190 51
2 E4 55.6800 57.5990 1.9190 51
2 A4 55.6800 57.5990 1.9190 81
2 C5 55.6800 57.5990 1.9190 51
2 F#4 57.6000 59.5190 1.9190 51
2 B4 57.6000 59.5190 1.9190 81
2 D5 57.6000 59.5190 1.9190 51
2 G4 59.5200 60.4790 0.9590 51
2 B4 59.5200 60.4790 0.9590 81
2 E5 59.5200 60.4790 0.9590 51
2 A4 60.4800 61.4390 0.9590 51
2 D5 60.4800 61.4390 0.9590 81
2 F#5 60.4800 61.4390 0.9590 51
2 E4 61.4400 63.3590 1.9190 81
2 G4 61.4400 63.3590 1.9190 51
2 B4 61.4400 63.3590 1.9190 51
2 E4 63.3600 67.1990 3.8390 81
2 G4 63.3600 67.1990 3.8390 51
2 B4 63.3600 67.1990 3.8390 51
2 C4 67.2000 68.1590 0.9590 81
2 E4 67.2000 68.1590 0.9590 51
2 G4 67.2000 68.1590 0.9590 51
2 D4 68.1600 69.1190 0.9590 81
2 F#4 68.1600 69.1190 0.9590 51
